,0
622,7.328996397709417
626,7.374842700499021
630,7.41799358835492
634,7.479211875496176
638,7.549011951986845
642,7.576276494498188
647,7.628311461655979
651,7.688274120001751
655,7.691106991221619
659,7.74161654384096
663,7.779948078456447
667,7.770739872966373
671,7.818852673311192
675,7.888864472739567
679,7.8776055060677
683,7.911164244696167
687,7.957327147764215
692,7.97510697483098
696,7.9863824831698125
700,8.012359187002664
704,8.035871104711294
708,8.06794783498769
712,8.087085747979204
716,8.064697412404168
720,8.09371248741147
724,8.16918669888246
728,8.199688348665447
732,8.301476501263062
737,8.38516113686163
741,8.411952633389337
745,8.519205320740781
749,8.573815914111634
753,8.580680032189026
757,8.632803232519915
761,8.675306082448285
765,8.645758572175644
769,8.673658936730138
773,8.711854650921675
777,8.721303211400173
782,8.79125607213866
786,8.867906616498084
790,8.904808650325899
794,8.996603417320028
798,9.068702205229396
802,9.103502201915619
806,9.16888529991972
810,9.224997197577666
814,9.209783871670982
818,9.251152623753688
822,9.268129672690476
827,9.21035784699259
831,9.2211487024378
835,9.222593035351423
839,9.152537246954871
843,9.150982100329651
847,9.158923646833214
851,9.116630048629707
855,9.121257682637241
859,9.14472929062992
863,9.130075410042625
867,9.129561127784374
872,9.148976689807402
876,9.122715785213497
880,9.123140467180475
884,9.111702004189766
888,9.05548233614853
892,9.01928659049099
896,8.998677244336097
900,8.91848691742746
904,8.872474848539945
908,8.867111051796847
912,8.795413622883189
917,8.765946252956885
921,8.760667584180295
925,8.710013524324218
929,8.683496418306357
933,8.672856411448944
937,8.630820543748445
941,8.604330149107724
945,8.584177052868567
949,8.538545570794984
953,8.505055125955305
957,8.48090005771715
962,8.441403070681355
966,8.42067385519928
970,8.397636188983576
974,8.3549381540964
978,8.31253677387075
982,8.275147158126094
986,8.215800975994313
990,8.170947123694651
994,8.122052040675214
998,8.05178502518677
1002,8.027377818381215
1007,7.978727263573588
1011,7.927936643460477
1015,7.915311975734005
1019,7.88384734065218
1023,7.830736032015804
1027,7.806092282276024
1031,7.765576420290202
1035,7.700934841711252
1039,7.653961628052338
1043,7.5999432221625876
1047,7.544069368442617
1052,7.51183645971999
1056,7.46399101250589
1060,7.405394395409162
1064,7.381372943239595
1068,7.362673628731117
1072,7.318862391794902
1076,7.298311058306139
1080,7.298337846500985
1084,7.24813942148239
1088,7.232645436751748
1093,7.219860730263497
1097,7.175803958303472
1101,7.168129719769808
1105,7.156972027372606
1109,7.114079077846449
1113,7.110587646849432
1117,7.1074821017661085
1121,7.078305741889521
1125,7.084832362572435
1129,7.081453132024453
1133,7.0452071285911835
1138,7.045747914282715
1142,7.03959978649759
1146,7.004795330481855
1150,7.000553546952594
1154,6.98193488012828
1158,6.954688832234346
1162,6.930992571441464
1166,6.901414525512339
1170,6.860935865639541
1174,6.829182396409174
1178,6.790018292266909
1183,6.732732828973271
1187,6.700961352113822
1191,6.654957357919548
1195,6.588982016677634
1199,6.538639060929556
1203,6.4805161534696545
1207,6.393028499671765
1211,6.3182788585626115
1215,6.254401170140203
1219,6.162801529514889
1223,6.086951862833553
1228,6.02817521136617
1232,5.955840980847783
1236,5.922479799251176
1240,5.8954663183098885
1244,5.861211510277255
1248,5.866340303846419
1252,5.860238081661525
1256,5.841945844894722
1260,5.852261959261421
1264,5.851049005357171
1268,5.825308556411253
1273,5.825263797750214
1277,5.814194477498618
1281,5.776576183797017
1285,5.763120520791739
1289,5.740073723521748
1293,5.708008221327282
1297,5.682583921919632
1301,5.649615496248888
1305,5.60725319637991
1309,5.5697505787096775
1313,5.518150677033591
1318,5.45181317913531
1322,5.38563353917915
1326,5.319493768220289
1330,5.235032586859689
1334,5.163340970521423
1338,5.0846224749392475
1342,4.996590602504414
1346,4.921601809696768
1350,4.845098791347721
1354,4.76461213532113
1358,4.691551861972834
1363,4.631390911136213
1367,4.564115689240961
1371,4.514541840860986
1375,4.464061351274038
1379,4.413154503158427
1383,4.3732089404413905
1387,4.330064780188552
1391,4.287286463106886
1395,4.249257774005029
1399,4.216929599811129
1403,4.1807457213658115
1408,4.154037473768367
1412,4.12906948000877
1416,4.1010845045428805
1420,4.081820599976515
1424,4.063922312745737
1428,4.039735258132357
1432,4.024595854835098
1436,4.005910651941804
1440,3.986935453511359
1444,3.971228116789371
1448,3.9576425549326597
1453,3.94248544602023
1457,3.9378666378924674
1461,3.9275947391641512
1465,3.9206262199806083
1469,3.9201586240734407
1473,3.9180237609692945
1477,3.912910359269828
1481,3.9094525697146914
1485,3.9004874848878863
1489,3.8910475649136274
1493,3.875700887480585
1498,3.861058345931065
1502,3.8457547047247704
1506,3.826722696460866
1510,3.808919377541308
1514,3.7928836279475497
1518,3.7739652551282017
1522,3.759475981372436
1526,3.7473755131742656
1530,3.7288867508683783
1534,3.7180411668584785
1539,3.706971713221563
1543,3.700650167624671
1547,3.691355488101168
1551,3.684740235932418
1555,3.6771345815058343
1559,3.667523327517655
1563,3.657572964071793
1567,3.654996207224526
1571,3.6471979687261555
1575,3.6575280105059207
1579,3.6663914926219228
1584,3.6806083046623517
1588,3.7330746768945264
1592,3.7710868927084302
1596,3.8111896213953127
1600,3.9029464285465227
1604,3.955682805970648
1608,4.009806974220462
1612,4.1032467831243356
1616,4.172515768067294
1620,4.219326039110118
1624,4.291505280789689
1629,4.3491500869045865
1633,4.376263119703699
1637,4.415215936647892
1641,4.462113758887529
1645,4.460883218440385
1649,4.470755689050543
1653,4.487688004087518
1657,4.449875241418839
1661,4.4193623660979195
1665,4.3848115826508725
1669,4.288540991748889
1674,4.220657038321548
1678,4.138163505367391
1682,4.005255548461987
1686,3.9125165078080038
1690,3.8164998333366214
1694,3.673915012918183
1698,3.577326523853408
1702,3.490111025617537
1706,3.375229514544319
1710,3.2803205089773204
1714,3.2015679498089185
1719,3.120654365506521
1723,3.036479882301183
1727,2.980629515615993
1731,2.9318905251215437
1735,2.867361483987814
1739,2.8355092098926633
1743,2.802163274960055
1747,2.755777896331633
1751,2.731304956490364
1755,2.7096136749580246
1759,2.6773863731014007
1764,2.6600756885458043
1768,2.6387037985677892
1772,2.6097590658739875
1776,2.5920096494016676
1780,2.566938382408665
1784,2.5361174176587173
1788,2.5124707834275295
1792,2.4849453849316117
1796,2.4579009737998962
1800,2.4370537476032297
1804,2.415521131458867
1809,2.3933731091563697
1813,2.371231570057862
1817,2.3497240333324108
1821,2.3214076155953958
1825,2.297712293315696
1829,2.2778053735783903
1833,2.2526746459416263
1837,2.228012535670061
